Year,No.,primary_artist,Title,is_major_label,decade,sqrt_reappearance,duration_sec,lastfm_genre,lastfm_top_tag,new_lastfm_genre
1973,69,focus,"""Hocus Pocus""",FALSE,1970,0,402.56,Rock,Progressive Rock,Rock
1973,71,bette midler,"""Boogie Woogie Bugle Boy""",TRUE,1970,2,137.173,Pop,Swing,Pop
1973,75,timmy thomas,"""Why Can't We Live Together""",TRUE,1970,0,277.973,Pop,Soul,Pop
1973,77,tower of power,"""So Very Hard to Go""",TRUE,1970,0,217.24,Pop,Soul,NA
1973,78,johnny rivers,"""Rockin' Pneumonia and the Boogie Woogie Flu""",FALSE,1970,1,210.133,Rock,Classic Rock,Rock
1973,79,the allman brothers band,"""Ramblin' Man""",FALSE,1970,0,288.16,Rock,Southern Rock,Rock
1973,84,ohio players,"""Funky Worm""",FALSE,1970,1.7320508075688772,161.023,Pop,Funk,NA
1973,86,blue ridge rangers,"""Jambalaya (On the Bayou)""",FALSE,1970,0,197.76,Unknown,NA,NA
1973,89,jud strunk,"""Daisy a Day""",FALSE,1970,0,169.333,Pop,70s,Pop
1973,90,deodato,"""Also Sprach Zarathustra (2001)""",FALSE,1970,0,239.906,Jazz,Jazz,Jazz
1973,92,pink floyd,"""Money""",FALSE,1970,1,382.834,Rock,Classic Rock,Rock
1973,95,the pointer sisters,"""Yes We Can Can""",FALSE,1970,2.6457513110645907,362.733,Jazz,Soul,NA
1973,97,david bowie,"""Space Oddity""",FALSE,1970,2,318.026,Rock,Classic Rock,Rock
1973,98,albert hammond,"""It Never Rains in Southern California""",FALSE,1970,0,233.506,Pop,70s,Pop
1974,1,barbra streisand,"""The Way We Were""",TRUE,1970,3,211.093,Pop,Barbra Streisand,Pop
1974,2,terry jacks,"""Seasons in the Sun""",TRUE,1970,0,208.853,Pop,70s,Pop
1974,3,love unlimited orchestra,"""Love's Theme""",FALSE,1970,0,246.266,Pop,Soul,NA
1974,7,mfsb,"""TSOP (The Sound of Philadelphia)""",FALSE,1970,0,222.346,Pop,Disco,Pop
1974,12,kool,"""Jungle Boogie""",FALSE,1970,3.4641016151377544,186.533,Pop,Funk,NA
1974,13,maria muldaur,"""Midnight at the Oasis""",TRUE,1970,0,229.506,Pop,70s,Pop
1974,15,al wilson,"""Show and Tell""",FALSE,1970,0,209.98,Pop,Soul,NA
1974,16,jim stafford,"""Spiders and Snakes""",FALSE,1970,1.4142135623730951,188.64,Pop,70s,Pop
1974,17,david essex,"""Rock On""",TRUE,1970,0,204.186,Rock,70s,Rock
1974,19,blue magic,"""Sideshow""",TRUE,1970,0,251.52,Rnb,70s,NA
1974,20,blue swede,"""Hooked on a Feeling""",FALSE,1970,0,172.866,Rock,70s,Rock
1974,21,bo donaldson and the heywoods,"""Billy Don't Be a Hero""",FALSE,1970,0,205.866,Unknown,70s,NA
1974,28,paul anka,"""(You're) Having My Baby""",FALSE,1970,1.7320508075688772,156.293,Pop,70s,Pop
1974,29,andy kim,"""Rock Me Gently""",TRUE,1970,0,208.333,Pop,70s,Pop
1974,38,george mccrae,"""Rock Your Baby""",TRUE,1970,0,200.053,Pop,Disco,Pop
1974,40,steve miller band,"""The Joker""",FALSE,1970,2,264.503,Rock,Classic Rock,Rock
1974,43,the hues corporation,"""Rock the Boat""",FALSE,1970,0,202.573,Pop,Disco,Pop
1974,44,brownsville station,"""Smokin' in the Boys Room""",TRUE,1970,0,176.453,Rock,Classic Rock,Rock
1974,47,paper lace,"""The Night Chicago Died""",FALSE,1970,0,203.333,Pop,70s,Pop
1974,48,marvin hamlisch,"""The Entertainer""",FALSE,1970,0,183.36,Unknown,Soundtrack,NA
1974,49,abba,"""Waterloo""",FALSE,1970,2.23606797749979,168.96,Pop,Pop,Pop
1974,53,joni mitchell,"""Help Me""",TRUE,1970,0,204.186,Folk,Folk,Folk
1974,56,rufus,"""Tell Me Something Good""",FALSE,1970,1.4142135623730951,277.066,Rnb,Funk,NA
1974,58,the righteous brothers,"""Rock and Roll Heaven""",FALSE,1970,0,211.866,Pop,70s,Pop
1974,60,william devaughn,"""Be Thankful for What You Got""",FALSE,1970,0,221.733,Rnb,Soul,NA
1974,61,johnny bristol,"""Hang on in There Baby""",FALSE,1970,0,233.72,Rnb,Soul,NA
1974,62,mocedades,"""Eres tú""",FALSE,1970,0,214.573,Pop,Spanish,Pop
1974,63,bachman-turner overdrive,"""Takin' Care of Business""",FALSE,1970,0,289.893,Rock,Classic Rock,Rock
1974,64,golden earring,"""Radar Love""",FALSE,1970,1,386.706,Rock,Classic Rock,Rock
1974,65,dave loggins,"""Please Come to Boston""",FALSE,1970,0,246.08,Folk,70s,Folk
1974,66,wet willie,"""Keep on Smilin'""",FALSE,1970,0,237.333,Rock,Southern Rock,Rock
1974,67,bobby womack,"""Lookin' for a Love""",FALSE,1970,0,153.653,Rnb,Soul,NA
1974,76,eric clapton,"""I Shot the Sheriff""",FALSE,1970,2.6457513110645907,263.746,Rock,Classic Rock,Rock
1974,79,mike oldfield,"""Tubular Bells""",FALSE,1970,0,1561.133,New Age,Instrumental,New Age
1974,81,donny,"""I'm Leaving It (All) Up to You""",FALSE,1970,1.4142135623730951,168.88,Unknown,Am Gold,NA
1974,83,tom t. hall,"""I Love""",FALSE,1970,0,126.666,Country,Classic Country,Country
1974,86,sister janet mead,"""The Lord's Prayer""",FALSE,1970,0,186,Pop,70s,Pop
1974,87,lamont dozier,"""Trying to Hold on to My Woman""",FALSE,1970,0,358.214,Pop,Soul,NA
1974,94,the first class,"""Beach Baby""",FALSE,1970,0,293.453,Pop,70s,Pop
1974,99,fancy,"""Wild Thing""",FALSE,1970,0,177.44,Rock,Cover,Rock
1975,1,captain,"""Love Will Keep Us Together""",FALSE,1970,2,205.493,Pop,70s,Pop
1975,4,freddy fender,"""Before the Next Teardrop Falls""",FALSE,1970,1,149.951,Country,Country,Country
1975,5,frankie valli,"""My Eyes Adored You""",TRUE,1970,1.4142135623730951,212.013,Pop,70s,Pop
1975,7,earth,"""Shining Star""",TRUE,1970,3,170.16,Pop,Funk,NA
1975,9,neil sedaka,"""Laughter in the Rain""",TRUE,1970,1.4142135623730951,170.066,Pop,70s,Pop
1975,10,eagles,"""One of These Nights""",TRUE,1970,2.6457513110645907,291.685,Rock,Classic Rock,Rock
1975,14,minnie riperton,"""Lovin' You""",TRUE,1970,0,223.143,Jazz,Soul,NA
1975,15,carl douglas,"""Kung Fu Fighting""",FALSE,1970,0,197.935,Pop,Disco,Pop
1975,20,janis ian,"""At Seventeen""",TRUE,1970,0,283.88,Folk,Female Vocalists,Folk
1975,21,average white band,"""Pick Up the Pieces""",TRUE,1970,1,239.908,Jazz,Funk,Jazz
1975,22,van mccoy,"""The Hustle""",FALSE,1970,0,248.222,Pop,Disco,NA
1975,23,labelle,"""Lady Marmalade""",FALSE,1970,0,237.12,Pop,Disco,NA
1975,25,major harris,"""Love Won't Let Me Wait""",TRUE,1970,0,333.093,Rnb,Soul,Rnb
1975,30,ozark mountain daredevils,"""Jackie Blue""",FALSE,1970,0,250.12,Pop,70s,Pop
1975,32,pilot,"""Magic""",FALSE,1970,0,186.333,Pop,70s,Pop
1975,36,barry manilow,"""Mandy""",TRUE,1970,3.1622776601683795,213.333,Pop,Pop,Pop
1975,40,michael martin murphey,"""Wildfire""",TRUE,1970,0,307.866,Country,70s,Country
1975,41,jessi colter,"""I'm Not Lisa""",FALSE,1970,0,203.106,Country,Country,Country
1975,42,wings,"""Listen to What the Man Said""",FALSE,1970,2,240.986,Pop,Classic Rock,Pop
1975,43,10cc,"""I'm Not in Love""",FALSE,1970,1,366.64,Pop,70s,Pop
1975,44,billy swan,"""I Can Help""",TRUE,1970,0,238.333,Pop,70s,Pop
1975,46,morris albert,"""Feelings""",FALSE,1970,0,245.066,Pop,70s,Pop
1975,47,linda ronstadt,"""When Will I Be Loved""",FALSE,1970,2.8284271247461903,124.866,Rock,70s,NA
1975,48,sammy johns,"""Chevy Van""",FALSE,1970,0,179,Pop,70s,NA
1975,52,bazuka,"""Dynomite""",FALSE,1970,0,309.466,Unknown,Disco,NA
1975,53,the blackbyrds,"""Walking in Rhythm""",FALSE,1970,0,254.56,Jazz,Soul,Jazz
1975,55,melissa manchester,"""Midnight Blue""",FALSE,1970,1.4142135623730951,235,Pop,Female Vocalists,Pop
1975,57,phoebe snow,"""Poetry Man""",FALSE,1970,0,278.8,Pop,70s,NA
1975,58,ace,"""How Long?""",FALSE,1970,0,204.226,Pop,Pop,Pop
1975,59,b.t. express,"""Express""",TRUE,1970,1,233.613,Unknown,Funk,NA
1975,61,styx,"""Lady""",FALSE,1970,2.8284271247461903,177.68,Rock,Classic Rock,Rock
1975,62,grand funk,"""Bad Time""",TRUE,1970,0,175.36,Rock,Classic Rock,Rock
1975,64,carol douglas,"""Doctor's Orders""",FALSE,1970,0,270.533,Pop,Disco,Pop
1975,65,kc and the sunshine band,"""Get Down Tonight""",TRUE,1970,2.449489742783178,317.16,Pop,Disco,Pop
1975,68,bad company,"""Feel Like Makin' Love""",TRUE,1970,1,313.84,Rock,Classic Rock,Rock
1975,70,orleans,"""Dance with Me""",FALSE,1970,1,180.479,Pop,70s,NA
1975,72,gloria gaynor,"""Never Can Say Goodbye""",FALSE,1970,1,179.466,Pop,Disco,Pop
1975,75,the three degrees,"""When Will I See You Again""",FALSE,1970,0,178.746,Pop,70s,NA
1975,78,queen,"""Killer Queen""",FALSE,1970,2.6457513110645907,179.6,Rock,Classic Rock,Rock
1975,81,electric light orchestra,"""Can't Get It Out of My Head""",TRUE,1970,2.8284271247461903,261.466,Rock,Classic Rock,Rock
1975,85,mike post,"""The Rockford Files Theme""",FALSE,1970,0,186.6,Unknown,Radio Music,NA
1975,86,tavares,"""It Only Takes a Minute""",FALSE,1970,1,241.386,Pop,Disco,NA
1975,89,jethro tull,"""Bungle in the Jungle""",FALSE,1970,0,216.213,Rock,Classic Rock,Rock
1975,90,leo sayer,"""Long Tall Glasses (I Can Dance)""",TRUE,1970,2,190,Pop,70s,Pop
1975,95,dwight twilley band,"""I'm on Fire""",TRUE,1970,0,199.626,Unknown,Classic Rock,NA
1975,97,amazing rhythm aces,"""Third Rate Romance""",FALSE,1970,0,201.826,Country,Classic Rock,Country
1975,98,bachman–turner overdrive,"""You Ain't Seen Nothing Yet""",FALSE,1970,0,234.866,Unknown,NA,NA
1975,100,disco-tex and the sex-o-lettes,"""Get Dancin'""",TRUE,1970,0,234.601,Unknown,70s,NA
1976,4,the four seasons,"""December, 1963 (Oh, What a Night)""",TRUE,1970,1,197.146,Pop,70s,Pop
1976,5,wild cherry,"""Play That Funky Music""",FALSE,1970,0,300,Rock,Funk,NA
1976,6,the manhattans,"""Kiss and Say Goodbye""",TRUE,1970,1,266.733,Pop,Soul,NA
1976,7,the miracles,"""Love Machine""",FALSE,1970,0,181.44,Pop,Soul,NA
1976,9,gary wright,"""Love Is Alive""",TRUE,1970,1.4142135623730951,230.106,Rock,70s,Rock
1976,10,walter murphy,"""A Fifth of Beethoven""",FALSE,1970,0,182.533,Pop,Disco,NA
1976,11,hall,"""Sara Smile""",FALSE,1970,1.4142135623730951,185.293,Pop,80s,Pop
1976,12,starland vocal band,"""Afternoon Delight""",FALSE,1970,0,193.04,Pop,70s,Pop
1976,14,silver convention,"""Fly, Robin, Fly""",FALSE,1970,1,230.92,Pop,Disco,Pop
1976,17,andrea true connection,"""More, More, More""",FALSE,1970,0,376.866,Pop,Disco,Pop
1976,19,dorothy moore,"""Misty Blue""",TRUE,1970,0,222.4,Blues,Soul,NA
1976,20,the sylvers,"""Boogie Fever""",FALSE,1970,1.4142135623730951,211.413,Unknown,Disco,NA
1976,21,england dan,"""I'd Really Love to See You Tonight""",TRUE,1970,1,159.106,Pop,70s,Pop
1976,22,hot chocolate,"""You Sexy Thing""",FALSE,1970,1,244.92,Pop,Disco,Pop
1976,23,nazareth,"""Love Hurts""",FALSE,1970,0,233.133,Rock,Classic Rock,Rock
1976,27,commodores,"""Sweet Love""",TRUE,1970,2.6457513110645907,393.561,Pop,Soul,NA
1976,28,maxine nightingale,"""Right Back Where We Started From""",FALSE,1970,1,192.266,Pop,70s,Pop
1976,29,rhythm heritage,"""Theme from S.W.A.T.""",FALSE,1970,0,201.493,Jazz,Instrumental,NA
1976,32,lou rawls,"""You'll Never Find Another Love Like Mine""",FALSE,1970,0,266.2,Blues,Soul,NA
1976,34,starbuck,"""Moonlight Feels Right""",FALSE,1970,0,221.066,Pop,70s,Pop
1976,36,the bellamy brothers,"""Let Your Love Flow""",FALSE,1970,0,196.826,Country,Country,Country
1976,38,vicki sue robinson,"""Turn the Beat Around""",TRUE,1970,0,333.826,Pop,Disco,NA
1976,40,eric carmen,"""All by Myself""",TRUE,1970,1.4142135623730951,430,Pop,70s,Pop
1976,41,donna summer,"""Love to Love You Baby""",FALSE,1970,3.1622776601683795,1008.533,Pop,Disco,NA
1976,47,henry gross,"""Shannon""",FALSE,1970,0,233.676,Pop,70s,Pop
1976,49,boz scaggs,"""Lowdown""",TRUE,1970,2,317.788,Pop,70s,Pop
1976,50,peter frampton,"""Show Me the Way""",FALSE,1970,1.4142135623730951,243.266,Rock,Classic Rock,Rock
1976,51,aerosmith,"""Dream On""",FALSE,1970,3.3166247903554,267.596,Rock,Classic Rock,Rock
1976,53,fleetwood mac,"""Say You Love Me""",FALSE,1970,3,249.946,Rock,Classic Rock,Rock
1976,55,cliff richard,"""Devil Woman""",FALSE,1970,1.4142135623730951,214.575,Pop,70s,Pop
1976,56,elvin bishop,"""Fooled Around and Fell in Love""",TRUE,1970,0,276,Rock,70s,Rock
1976,57,c. w. mccall,"""Convoy""",FALSE,1970,0,230.6,Country,Country,Country
1976,58,john sebastian,"""Welcome Back""",FALSE,1970,0,170.893,Pop,70s,Pop
1976,61,the brothers johnson,"""I'll Be Good to You""",FALSE,1970,1.4142135623730951,288.093,Pop,Funk,NA
1976,62,the beach boys,"""Rock and Roll Music""",TRUE,1970,1.4142135623730951,149.013,Rock,Rock,Rock
1976,64,bay city rollers,"""Saturday Night""",FALSE,1970,1.4142135623730951,174.4,Pop,70s,Pop
1976,68,wing,"""Baby Face""",FALSE,1970,0,116.813,Unknown,Disco,NA
1976,69,george benson,"""This Masquerade""",TRUE,1970,1.7320508075688772,483.133,Jazz,Jazz,Jazz
1976,71,silver,"""Wham Bam""",FALSE,1970,0,212.84,Pop,Pop,Pop
1976,72,keith carradine,"""I'm Easy""",FALSE,1970,0,193.013,Country,Soundtrack,Country
1976,73,harold melvin,"""Wake Up Everybody""",TRUE,1970,0,452.773,Rnb,Soul,NA
1976,75,john travolta,"""Let Her In""",FALSE,1970,1.4142135623730951,178.177,Pop,70s,Pop
1976,84,jefferson starship,"""With Your Love""",TRUE,1970,1,216.24,Rock,Classic Rock,Rock
1976,85,foghat,"""Slow Ride""",TRUE,1970,0,232.533,Rock,Classic Rock,Rock
1976,87,thin lizzy,"""The Boys Are Back in Town""",FALSE,1970,0,266.72,Rock,Classic Rock,Rock
1976,88,david ruffin,"""Walk Away from Love""",TRUE,1970,0,328.92,Rnb,Motown,NA
1976,90,candi staton,"""Young Hearts Run Free""",TRUE,1970,0,248.36,Pop,Disco,NA
1976,93,parliament,"""Give Up the Funk (Tear the Roof off the Sucker)""",FALSE,1970,1,348.066,Rnb,Funk,NA
1976,94,larry groce,"""Junk Food Junkie""",FALSE,1970,0,196.346,Folk,Comedy,Folk
1976,96,kiss,"""Rock and Roll All Nite (Live)""",FALSE,1970,1.4142135623730951,247.6,Rock,Hard Rock,Rock
1976,97,rick dees,"""Disco Duck""",FALSE,1970,0,198.42,Unknown,Disco,NA
1977,2,andy gibb,"""I Just Want to Be Your Everything""",FALSE,1970,2.449489742783178,225.666,Pop,70s,Pop
1977,3,the emotions,"""Best of My Love""",FALSE,1970,0,220.56,Pop,Disco,NA
1977,5,hot,"""Angel in Your Arms""",TRUE,1970,0,176.573,Pop,70s,NA
1977,6,kenny nolan,"""I Like Dreamin'""",FALSE,1970,1,213,Pop,70s,NA
1977,7,thelma houston,"""Don't Leave Me This Way""",TRUE,1970,0,217.733,Pop,Disco,Pop
1977,8,rita coolidge,"""(Your Love Has Lifted Me) Higher and Higher""",FALSE,1970,1,241.72,Pop,70s,Pop
1977,9,alan o'day,"""Undercover Angel""",FALSE,1970,0,211.226,Pop,70s,Pop
1977,10,mary macgregor,"""Torn Between Two Lovers""",TRUE,1970,0,219.973,Pop,70s,Pop
1977,14,jimmy buffett,"""Margaritaville""",FALSE,1970,0,250.933,Country,70s,Country
1977,16,pablo cruise,"""Whatcha Gonna Do?""",FALSE,1970,1.4142135623730951,256.84,Pop,Classic Rock,Pop
1977,17,peter mccann,"""Do You Wanna Make Love""",FALSE,1970,0,211.772,Pop,Pop,Pop
1977,21,bill conti,"""Gonna Fly Now""",TRUE,1970,0,167.533,Unknown,Soundtrack,NA
1977,26,rose royce,"""Car Wash""",FALSE,1970,1,307.573,Pop,Disco,NA
1977,27,marilyn mccoo,"""You Don't Have to Be a Star (To Be in My Show)""",FALSE,1970,0,279.586,Pop,70s,NA
1977,29,david soul,"""Don't Give Up on Us""",FALSE,1970,0,218.946,Pop,70s,Pop
1977,30,stephen bishop,"""On and On""",FALSE,1970,1,181.893,Pop,70s,Pop
1977,31,foreigner,"""Feels Like the First Time""",TRUE,1970,2.8284271247461903,232.333,Rock,Classic Rock,Rock
1977,32,climax blues band,"""Couldn't Get It Right""",FALSE,1970,1,198.946,Rock,70s,Rock
1977,34,jennifer warnes,"""Right Time of the Night""",TRUE,1970,0,173.653,Pop,70s,Pop
1977,35,natalie cole,"""I've Got Love on My Mind""",TRUE,1970,1.7320508075688772,260,Jazz,Jazz,Jazz
1977,36,manfred mann's earth band,"""Blinded by the Light""",FALSE,1970,0,428.133,Rock,Classic Rock,Rock
1977,38,atlanta rhythm section,"""So in to You""",FALSE,1970,1,404.266,Rock,Classic Rock,NA
1977,40,the jacksons,"""Enjoy Yourself""",FALSE,1970,1.4142135623730951,204.413,Pop,Pop,Pop
1977,41,brick,"""Dazz""",TRUE,1970,0,202,Pop,Funk,NA
1977,45,shaun cassidy,"""Da Doo Ron Ron""",FALSE,1970,1.4142135623730951,170,Pop,70s,Pop
1977,50,andrew gold,"""Lonely Boy""",TRUE,1970,0,264.893,Pop,70s,Pop
1977,53,heart,"""Barracuda""",FALSE,1970,2.6457513110645907,261.933,Rock,Classic Rock,Rock
1977,55,bob seger,"""Night Moves""",FALSE,1970,2.23606797749979,324.422,Rock,Rock,Rock
1977,57,the marshall tucker band,"""Heard It in a Love Song""",FALSE,1970,0,297.973,Rock,Southern Rock,Rock
1977,58,kansas,"""Carry On Wayward Son""",TRUE,1970,1,323,Rock,Classic Rock,Rock
1977,61,engelbert humperdinck,"""After the Lovin'""",FALSE,1970,0,233.769,Pop,Easy Listening,Pop
1977,63,burton cummings,"""Stand Tall""",TRUE,1970,0,272.293,Pop,70s,Pop
1977,66,ronnie milsap,"""It Was Almost Like a Song""",FALSE,1970,1.7320508075688772,219.52,Country,Country,Country
1977,67,sanford-townsend band,"""Smoke from a Distant Fire""",TRUE,1970,0,213.973,Rock,Rock,Rock
1977,69,dean friedman,"""Ariel""",FALSE,1970,0,263.639,Pop,70s,Pop
1977,71,meco,"""Star Wars Theme/Cantina Band""",FALSE,1970,0,212.306,Unknown,Disco,NA
1977,72,the floaters,"""Float On""",FALSE,1970,0,255.173,Rnb,Soul,NA
1977,73,lord david dundas,"""Jeans On""",FALSE,1970,0,193.714,Unknown,NA,NA
1977,78,supertramp,"""Give a Little Bit""",FALSE,1970,1.4142135623730951,248.173,Rock,Classic Rock,Rock
1977,91,dr. buzzard's original savannah band,"""Cherchez La Femme""",FALSE,1970,0,347.6,Unknown,Disco,NA
1977,92,al stewart,"""Year of the Cat""",TRUE,1970,1,400.066,Rock,70s,Rock
1977,93,heatwave,"""Boogie Nights""",FALSE,1970,1.4142135623730951,303.64,Pop,Disco,NA
1977,99,london symphony orchestra,"""Star Wars (Main Title)""",FALSE,1970,0,359.119,Unknown,American Film Score Composers,NA
1977,100,c.j.,"""Devil's Gun""",FALSE,1970,0,215.666,Unknown,NA,NA
1978,3,debby boone,"""You Light Up My Life""",FALSE,1970,0,216.286,Pop,70s,NA
1978,5,exile,"""Kiss You All Over""",FALSE,1970,0,214.4,Pop,70s,Pop
1978,7,player,"""Baby Come Back""",FALSE,1970,1,255.845,Rock,70s,Rock
1978,9,a taste of honey,"""Boogie Oogie Oogie""",TRUE,1970,1,245.173,Pop,Disco,NA
1978,12,paul davis,"""I Go Crazy""",FALSE,1970,1.4142135623730951,233.893,Pop,Soft Rock,Pop
1978,14,samantha sang,"""Emotion""",FALSE,1970,0,237.293,Pop,70s,Pop
1978,17,billy joel,"""Just the Way You Are""",TRUE,1970,3.3166247903554,290.573,Pop,70s,Pop
1978,19,yvonne elliman,"""If I Can't Have You""",FALSE,1970,0,177.96,Pop,Disco,Pop
1978,20,chic,"""Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)""",TRUE,1970,1.7320508075688772,501.466,Rock,Disco,NA
1978,21,chuck mangione,"""Feels So Good""",FALSE,1970,0,582.733,Jazz,Jazz,Jazz
1978,22,nick gilder,"""Hot Child in the City""",FALSE,1970,0,215.092,Rock,70s,Rock
1978,24,bonnie tyler,"""It's a Heartache""",FALSE,1970,1,215.16,Pop,80s,Pop
1978,26,gerry rafferty,"""Baker Street""",FALSE,1970,0,365.626,Rock,Classic Rock,Rock
1978,28,johnny mathis,"""Too Much, Too Little, Too Late""",TRUE,1970,0,176.48,Pop,Duets,Pop
1978,29,peter brown,"""Dance With Me""",TRUE,1970,0,319.226,Rnb,Disco,NA
1978,30,meat loaf,"""Two Out of Three Ain't Bad""",TRUE,1970,1.7320508075688772,324.44,Rock,Classic Rock,Rock
1978,31,raydio,"""Jack And Jill""",FALSE,1970,1.4142135623730951,275.666,Pop,70s,Pop
1978,33,dan hill,"""Sometimes When We Touch""",FALSE,1970,1,252.693,Pop,70s,Pop
1978,40,walter egan,"""Magnet and Steel""",FALSE,1970,0,204.76,Pop,70s,NA
1978,41,randy newman,"""Short People""",TRUE,1970,0,176.933,Pop,70s,Pop
1978,46,john paul young,"""Love Is in the Air""",FALSE,1970,0,208.866,Pop,Disco,Pop
1978,47,david gates,"""Goodbye Girl""",TRUE,1970,0,168.866,Rock,70s,NA
1978,50,jay ferguson,"""Thunder Island""",TRUE,1970,0,240.693,Rock,70s,Rock
1978,53,toby beau,"""My Angel Baby""",FALSE,1970,0,212.401,Rock,70s,Rock
1978,54,the trammps,"""Disco Inferno""",TRUE,1970,0,218.026,Pop,Disco,Pop
1978,57,l.t.d.,"""(Every Time I Turn Around) Back in Love Again""",FALSE,1970,0,280.133,Rnb,Soul,NA
1978,60,dolly parton,"""Here You Come Again""",TRUE,1970,1,179.491,Country,Country,Country
1978,64,"evelyn ""champagne"" king","""Shame""",TRUE,1970,0,392.8,Rnb,Disco,NA
1978,65,little river band,"""Reminiscing""",FALSE,1970,2.449489742783178,257.868,Rock,70s,Rock
1978,67,eddie money,"""Baby Hold On""",TRUE,1970,1.7320508075688772,213.633,Rock,Classic Rock,Rock
1978,70,lynyrd skynyrd,"""What's Your Name""",FALSE,1970,0,213.266,Rock,Southern Rock,Rock
1978,71,crystal gayle,"""Don't It Make My Brown Eyes Blue""",FALSE,1970,0,157.653,Country,Country,Country
1978,72,patti smith group,"""Because the Night""",FALSE,1970,0,204.8,Rock,Rock,Rock
1978,73,robert palmer,"""Every Kinda People""",TRUE,1970,2,198.146,Pop,80s,Pop
1978,76,rick james,"""You and I""",TRUE,1970,0,486.026,Rnb,Funk,NA
1978,78,bob welch,"""Sentimental Lady""",TRUE,1970,1,178.693,Pop,Fleetwood Mac,NA
1978,79,leblanc,"""Falling""",TRUE,1970,0,192.226,Pop,70s,Pop
1978,80,santa esmeralda,"""Don't Let Me Be Misunderstood""",FALSE,1970,0,628.546,Latin,Soundtrack,Latin
1978,81,michael johnson,"""Bluer Than Blue""",FALSE,1970,0,179.666,Pop,70s,NA
1978,83,kenny loggins,"""Whenever I Call You 'Friend'""",TRUE,1970,2.23606797749979,237.826,Pop,Kenny Loggins,Pop
1978,84,chris rea,"""Fool (If You Think It's Over)""",FALSE,1970,0,284.533,Rock,Soft Rock,Rock
1978,85,foxy,"""Get Off""",TRUE,1970,0,244.173,Pop,Disco,NA
1978,87,joe walsh,"""Life's Been Good""",FALSE,1970,1,536.226,Rock,Classic Rock,Rock
1978,88,alicia bridges,"""I Love the Nightlife""",FALSE,1970,1,187.973,Pop,Disco,Pop
1978,89,high inergy,"""You Can't Turn Me Off (In The Middle Of Turning Me On)""",TRUE,1970,0,212.026,Rnb,Old School Slow Jams,NA
1978,91,odyssey,"""Native New Yorker""",FALSE,1970,0,259.733,Pop,Disco,Pop
1978,93,boston,"""Don't Look Back""",FALSE,1970,1,360.333,Rock,Classic Rock,Rock
1978,95,eruption,"""I Can't Stand the Rain""",TRUE,1970,0,185.733,Pop,Disco,Pop
1979,1,the knack,"""My Sharona""",TRUE,1970,0,295.4,Rock,Rock,Rock
1979,5,peaches,"""Reunited""",FALSE,1970,1.4142135623730951,345.24,Pop,70s,NA
1979,8,village people,"""Y.M.C.A.""",FALSE,1970,1,286.666,Pop,Disco,Pop
1979,9,anita ward,"""Ring My Bell""",FALSE,1970,0,491.933,Pop,Disco,Pop
1979,14,david naughton,"""Makin' It""",TRUE,1970,0,189.582,Pop,70s,NA
1979,18,blondie,"""Heart of Glass""",FALSE,1970,1.7320508075688772,229.423,Pop,80s,Pop
1979,22,amii stewart,"""Knock on Wood""",FALSE,1970,0,248.72,Pop,Disco,NA
1979,23,suzi quatro,"""Stumblin' In""",FALSE,1970,0,239.611,Pop,70s,Pop
1979,29,randy vanwarmer,"""Just When I Needed You Most""",TRUE,1970,0,241.746,Pop,70s,Pop
1979,34,cheap trick,"""I Want You to Want Me""",TRUE,1970,1.4142135623730951,191.226,Rock,Classic Rock,Rock
1979,37,leif garrett,"""I Was Made for Dancin'""",FALSE,1970,0,196.44,Pop,Disco,Pop
1979,41,nicolette larson,"""Lotta Love""",TRUE,1970,0,191.773,Pop,70s,Pop
1979,43,bonnie pointer,"""Heaven Must Have Sent You""",FALSE,1970,0,214.066,Pop,Disco,NA
1979,44,toto,"""Hold the Line""",TRUE,1970,2,235.546,Rock,Classic Rock,Rock
1979,45,sister sledge,"""He's the Greatest Dancer""",TRUE,1970,1,375.4,Pop,Disco,NA
1979,49,frank mills,"""Music Box Dancer""",FALSE,1970,0,192.36,Pop,Instrumental,NA
1979,50,the charlie daniels band,"""The Devil Went Down to Georgia""",TRUE,1970,0,214.866,Country,Country,Country
1979,51,john stewart,"""Gold""",FALSE,1970,0,244.133,Rock,Classic Rock,Rock
1979,59,bobby caldwell,"""What You Won't Do for Love""",FALSE,1970,0,286.493,Jazz,Soul,Jazz
1979,60,ace frehley,"""New York Groove""",FALSE,1970,0,183.693,Rock,Classic Rock,NA
1979,61,dire straits,"""Sultans of Swing""",TRUE,1970,1.4142135623730951,348.76,Rock,Classic Rock,Rock
1979,63,rickie lee jones,"""Chuck E.'s In Love""",TRUE,1970,0,209.28,Rock,Singer-Songwriter,NA
1979,65,mcfadden,"""Ain't No Stoppin' Us Now""",FALSE,1970,0,420.986,Rnb,Disco,NA
1979,69,cheryl lynn,"""Got to Be Real""",FALSE,1970,0,307.946,Rnb,Disco,NA
1979,70,patrick hernandez,"""Born to Be Alive""",FALSE,1970,0,188.133,Pop,Disco,Pop
1979,73,ian matthews,"""Shake It""",FALSE,1970,0,205.493,Pop,Pop,Pop
1979,75,gino vannelli,"""I Just Wanna Stop""",FALSE,1970,1,218.306,Rock,70s,Rock
