primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first,clean_title,lastfm_genre,lastfm_top_tag,duration_sec,search_artist,new_lastfm_genre
reo speedwagon,1981,"""Keep on Loving You""","""reo speedwagon""",TRUE,4,Epic,1976-05-21,Epic,1980,FALSE,10,3,1.7320508075688772,TRUE,Keep on Loving You,Rock,80s,200.293,reo speedwagon,Rock
joey scarbury,1981,"""Theme from The Greatest American Hero (Believe It or Not)""","""joey scarbury""",TRUE,1,Rhino/Elektra,1981,Rhino; Elektra,1980,TRUE,11,0,0,FALSE,Theme from The Greatest American Hero (Believe It or Not),Unknown,80s,195.293,joey scarbury,NA
sheena easton,1981,"""Morning Train (Nine to Five)""","""sheena easton""",TRUE,7,RT Industries,1981,RT Industries,1980,FALSE,12,6,2.449489742783178,TRUE,Morning Train (Nine to Five),Pop,80s,200.826,sheena easton,Pop
juice newton,1981,"""Queen of Hearts""","""juice newton""",TRUE,4,EMI Music Nashville (ERN),1981-01-01,EMI Music Nashville (ERN),1980,FALSE,14,3,1.7320508075688772,TRUE,Queen of Hearts,Country,Country,205.826,juice newton,Country
grover washington,1981,"""Just the Two of Us""","[""grover washington"",""jr."",""bill withers""]",TRUE,1,Rhino/Elektra,1985,Rhino; Elektra,1980,TRUE,18,0,0,FALSE,Just the Two of Us,Unknown,NA,438.493,grover washington & jr. & bill withers,NA
stars on 45,1981,"""Stars on 45 Medley""","""stars on 45""",TRUE,1,Red Bullet,1981-03-06,Red Bullet,1980,FALSE,24,0,0,FALSE,Stars on 45 Medley,Pop,Pop,233.213,stars on 45,Pop
the oak ridge boys,1981,"""Elvira""","""the oak ridge boys""",TRUE,1,Geffen*,1981-01-01,Geffen*,1980,FALSE,31,0,0,FALSE,Elvira,Country,Country,225.626,the oak ridge boys,Country
the manhattan transfer,1981,"""The Boy from New York City""","""the manhattan transfer""",TRUE,1,Craft Recordings,1981-06-01,Craft Recordings,1980,FALSE,36,0,0,FALSE,The Boy from New York City,Pop,Pop,222.16,the manhattan transfer,Pop
marty balin,1981,"""Hearts""","""marty balin""",TRUE,1,RCA/BMG Heritage,1967,RCA; BMG Heritage,1980,FALSE,41,0,0,FALSE,Hearts,Pop,80s,258.773,marty balin,NA
champaign,1981,"""How 'Bout Us""","""champaign""",TRUE,2,Legacy Recordings,1981,Legacy Recordings,1980,FALSE,45,1,1,TRUE,How 'Bout Us,Pop,Soul,273.226,champaign,Pop
the greg kihn band,1981,"""The Breakup Song (They Don't Write 'Em)""","""the greg kihn band""",TRUE,2,Stingray Music (Karaoke),2011-02-04,Stingray Music (Karaoke),1980,FALSE,47,1,1,TRUE,The Breakup Song (They Don't Write 'Em),Rock,80s,179.084,the greg kihn band,Rock
the alan parsons project,1981,"""Time""","""the alan parsons project""",TRUE,3,Warner Records,1975,Warner Records,1980,FALSE,48,2,1.4142135623730951,TRUE,Time,Rock,Progressive Rock,304.165,the alan parsons project,Rock
bruce springsteen,1981,"""Hungry Heart""","""bruce springsteen""",TRUE,9,Columbia,1980-10-17,Columbia,1980,TRUE,49,8,2.8284271247461903,TRUE,Hungry Heart,Rock,Rock,199.453,bruce springsteen,Rock
franke and the knockouts,1981,"""Sweetheart""","""franke and the knockouts""",TRUE,1,Warner Records,2002-07-09,Warner Records,1980,FALSE,50,0,0,FALSE,Sweetheart,Rock,80s,237.506,franke and the knockouts,Rock
terri gibbs,1981,"""Somebody's Knockin'""","""terri gibbs""",TRUE,1,RLG/Legacy,1984,RLG; Legacy,1980,TRUE,51,0,0,FALSE,Somebody's Knockin',Country,Classic Rock,181.666,terri gibbs,Country
tierra,1981,"""Together""","""tierra""",TRUE,1,Boardwalk Records,1980-09-06,Boardwalk Records,1980,FALSE,53,0,0,FALSE,Together,Jazz,Soul,255.203,tierra,Jazz
dottie west,1981,"""What Are We Doin' in Love""","[""dottie west"",""kenny rogers""]",TRUE,1,EMI Music Nashville (ERN),1979-11-01,EMI Music Nashville (ERN),1980,FALSE,55,0,0,FALSE,What Are We Doin' in Love,Pop,80s,184.457,dottie west & kenny rogers,Pop
journey,1981,"""Who's Crying Now""","""journey""",TRUE,6,Rhino/Elektra,1977,Rhino; Elektra,1980,TRUE,56,5,2.23606797749979,TRUE,Who's Crying Now,Rock,Classic Rock,299.653,journey,Rock
the police,1981,"""De Do Do Do, De Da Da Da""","""the police""",TRUE,5,Polydor Records,1979-10-02,Polydor Records,1980,FALSE,57,4,2,TRUE,"De Do Do Do, De Da Da Da",Rock,80s,247.293,the police,Rock
gary u.s. bonds,1981,"""This Little Girl""","""gary u.s. bonds""",TRUE,1,Varese Sarabande,1998-01-01,Varese Sarabande,1980,FALSE,58,0,0,FALSE,This Little Girl,Rock,80s,224.28,gary u.s. bonds,Rock
stevie nicks,1981,"""Stop Draggin' My Heart Around""","[""stevie nicks"",""tom petty""]",TRUE,5,Rhino Atlantic,1981-07-27,Rhino Atlantic,1980,TRUE,59,4,2,TRUE,Stop Draggin' My Heart Around,Rock,Classic Rock,244.44,stevie nicks & tom petty,Rock
delbert mcclinton,1981,"""Giving It Up for Your Love""","""delbert mcclinton""",TRUE,1,Hip-O (UC),1999-01-01,Hip-O (UC),1980,FALSE,60,0,0,FALSE,Giving It Up for Your Love,Blues,80s,226.933,delbert mcclinton,Blues
john cougar,1981,"""Ain't Even Done with the Night""","""john cougar""",TRUE,3,John Mellencamp 2023 (Island),1980,John Mellencamp 2023 (Island),1980,FALSE,63,2,1.4142135623730951,TRUE,Ain't Even Done with the Night,Rock,Classic Rock,279.066,john cougar,Rock
steve winwood,1981,"""While You See a Chance""","""steve winwood""",TRUE,6,Universal Music Group International,1980-12-31,Universal Music Group International,1980,FALSE,68,5,2.23606797749979,TRUE,While You See a Chance,Rock,80s,312.773,steve winwood,Rock
billy squier,1981,"""The Stroke""","""billy squier""",TRUE,2,Capitol Records,1981,Capitol Records,1980,TRUE,76,1,1,TRUE,The Stroke,Rock,Classic Rock,217.613,billy squier,Rock
alabama,1981,"""Feels So Right""","""alabama""",TRUE,3,RLG/Legacy,1980,RLG; Legacy,1980,TRUE,77,2,1.4142135623730951,TRUE,Feels So Right,Country,Country,215.786,alabama,Country
stanley clarke,1981,"""Sweet Baby""","[""stanley clarke"",""george duke""]",TRUE,1,Epic,1981,Epic,1980,FALSE,78,0,0,FALSE,Sweet Baby,Jazz,Soul,227.2,stanley clarke & george duke,Jazz
john schneider,1981,"""It's Now or Never""","""john schneider""",TRUE,1,Columbia/Legacy,1973-11-07,Columbia; Legacy,1980,TRUE,82,0,0,FALSE,It's Now or Never,Country,80s,205.032,john schneider,Country
devo,1981,"""Whip It""","""devo""",TRUE,1,Warner Records,1980,Warner Records,1980,FALSE,94,0,0,FALSE,Whip It,Pop,80s,161.133,devo,Pop
rosanne cash,1981,"""Seven Year Ache""","""rosanne cash""",TRUE,1,RumbleStrip Records,1981-01-01,RumbleStrip Records,1980,FALSE,97,0,0,FALSE,Seven Year Ache,Country,Country,195.706,rosanne cash,Country
survivor,1982,"""Eye of the Tiger""","""survivor""",TRUE,5,Volcano,1982,Volcano,1980,FALSE,2,4,2,TRUE,Eye of the Tiger,Rock,80s,243.773,survivor,Rock
joan jett,1982,"""I Love Rock 'n Roll""","[""joan jett"",""the blackhearts""]",TRUE,2,Legacy Recordings,1981-11-18,Legacy Recordings,1980,FALSE,3,1,1,TRUE,I Love Rock 'n Roll,Rock,Rock,175.173,joan jett & the blackhearts,Rock
the j. geils band,1982,"""Centerfold""","""the j. geils band""",TRUE,2,EMI/EMI Records (USA),1981,EMI; EMI Records (USA),1980,FALSE,5,1,1,TRUE,Centerfold,Rock,80s,216.533,the j. geils band,Rock
the human league,1982,"""Don't You Want Me""","""the human league""",TRUE,3,Virgin Records,1981,Virgin Records,1980,FALSE,6,2,1.4142135623730951,TRUE,Don't You Want Me,Pop,80s,236.92,the human league,Pop
soft cell,1982,"""Tainted Love""","""soft cell""",TRUE,1,EMI,1981,EMI,1980,FALSE,11,0,0,FALSE,Tainted Love,Pop,80s,153.8,soft cell,Pop
vangelis,1982,"""Chariots of Fire""","""vangelis""",TRUE,1,UMC (Universal Music Catalogue),1981-03-14,UMC (Universal Music Catalogue),1980,FALSE,12,0,0,FALSE,Chariots of Fire,New Age,Instrumental,202.805,vangelis,New Age
quarterflash,1982,"""Harden My Heart""","""quarterflash""",TRUE,2,Geffen,1981-01-01,Geffen,1980,FALSE,13,1,1,TRUE,Harden My Heart,Rock,80s,232.626,quarterflash,Rock
tommy tutone,1982,"""867-5309/Jenny""","""tommy tutone""",TRUE,1,Columbia,1981-12-04,Columbia,1980,TRUE,16,0,0,FALSE,867-5309/Jenny,Rock,80s,226.2,tommy tutone,Rock
bertie higgins,1982,"""Key Largo""","""bertie higgins""",TRUE,1,Toucan Cove,2005-07-19,Toucan Cove,1980,FALSE,17,0,0,FALSE,Key Largo,Pop,80s,198.946,bertie higgins,NA
willie nelson,1982,"""Always on My Mind""","""willie nelson""",TRUE,1,Legacy/Columbia,1975-01-01,Legacy; Columbia,1980,TRUE,22,0,0,FALSE,Always on My Mind,Country,Country,212.666,willie nelson,Country
the cars,1982,"""Shake It Up""","""the cars""",TRUE,5,Rhino/Elektra,1981,Rhino; Elektra,1980,TRUE,23,4,2,TRUE,Shake It Up,Rock,80s,211.96,the cars,Rock
dazz band,1982,"""Let It Whip""","""dazz band""",TRUE,1,UNI/MOTOWN,1982-01-01,UNI; MOTOWN,1980,TRUE,24,0,0,FALSE,Let It Whip,Rnb,Funk,281.28,dazz band,NA
the go-go's,1982,"""We Got the Beat""","""the go-go's""",TRUE,4,A&M,1981-01-01,A&M,1980,FALSE,25,3,1.7320508075688772,TRUE,We Got the Beat,Pop,80s,153.133,the go-go's,Pop
ray parker jr.,1982,"""The Other Woman""","""ray parker jr.""",TRUE,3,Legacy Recordings,1982,Legacy Recordings,1980,FALSE,26,2,1.4142135623730951,TRUE,The Other Woman,Pop,80s,247.96,ray parker jr.,Pop
the motels,1982,"""Only the Lonely""","""the motels""",TRUE,1,Legacy Recordings,1961,Legacy Recordings,1980,FALSE,29,0,0,FALSE,Only the Lonely,Pop,80s,196.2,the motels,NA
men at work,1982,"""Who Can It Be Now?""","""men at work""",TRUE,4,Columbia/Legacy,1981,Columbia; Legacy,1980,TRUE,30,3,1.7320508075688772,TRUE,Who Can It Be Now?,Pop,80s,201.293,men at work,Pop
charlene,1982,"""I've Never Been to Me""","""charlene""",TRUE,1,UNI/MOTOWN,1982-01-01,UNI; MOTOWN,1980,TRUE,38,0,0,FALSE,I've Never Been to Me,Pop,80s,234.773,charlene,Pop
asia,1982,"""Heat of the Moment""","""asia""",TRUE,2,Geffen,1982-03-08,Geffen,1980,FALSE,40,1,1,TRUE,Heat of the Moment,Rock,80s,227.893,asia,Rock
buckner,1982,"""Pac-Man Fever""","[""buckner"",""garcia""]",TRUE,1,Buckner & Garcia Productions,1999-05-01,Buckner & Garcia Productions,1980,FALSE,42,0,0,FALSE,Pac-Man Fever,Pop,80s,229.041,buckner & garcia,Pop
lindsey buckingham,1982,"""Trouble""","""lindsey buckingham""",TRUE,1,Reprise,1981,Reprise,1980,FALSE,45,0,0,FALSE,Trouble,Rock,80s,236.533,lindsey buckingham,NA
huey lewis and the news,1982,"""Do You Believe in Love""","""huey lewis and the news""",TRUE,10,Chrysalis\EMI Records (USA),1982-01-01,Chrysalis\EMI Records (USA),1980,FALSE,51,9,3,TRUE,Do You Believe in Love,Rock,80s,209,huey lewis and the news,Rock
.38 special,1982,"""Caught Up In You""",""".38 special""",TRUE,2,A&M,1982-01-01,A&M,1980,FALSE,53,1,1,TRUE,Caught Up In You,Rock,Classic Rock,279.333,.38 special,Rock
royal philharmonic orchestra,1982,"""Hooked On Classics""","""royal philharmonic orchestra""",TRUE,1,Castle Communications,1966-10-28,Castle Communications,1980,FALSE,56,0,0,FALSE,Hooked On Classics,Unknown,Instrumental,306.133,royal philharmonic orchestra,NA
karla bonoff,1982,"""Personally""","""karla bonoff""",TRUE,1,Columbia,1977,Columbia,1980,TRUE,60,0,0,FALSE,Personally,Pop,Female Vocalists,216,karla bonoff,NA
quincy jones,1982,"""One Hundred Ways""","[""quincy jones"",""james ingram""]",TRUE,1,Verve,1962-01-01,Verve,1980,FALSE,61,0,0,FALSE,One Hundred Ways,Rnb,Rnb,259.04,quincy jones & james ingram,Rnb
a flock of seagulls,1982,"""I Ran (So Far Away)""","""a flock of seagulls""",TRUE,1,Jive/Legacy,1981,Jive; Legacy,1980,TRUE,67,0,0,FALSE,I Ran (So Far Away),Pop,80s,221.798,a flock of seagulls,Pop
deniece williams,1982,"""It's Gonna Take a Miracle""","""deniece williams""",TRUE,2,Columbia/Legacy,1982,Columbia; Legacy,1980,TRUE,71,1,1,TRUE,It's Gonna Take a Miracle,Pop,Soul,249.64,deniece williams,NA
laura branigan,1982,"""Gloria""","""laura branigan""",TRUE,5,Atlantic Records,1982-03-10,Atlantic Records,1980,TRUE,75,4,2,TRUE,Gloria,Pop,80s,289.853,laura branigan,Pop
michael mcdonald,1982,"""I Keep Forgettin' (Every Time You're Near)""","""michael mcdonald""",TRUE,2,Reprise,1982-08-03,Reprise,1980,FALSE,81,1,1,TRUE,I Keep Forgettin' (Every Time You're Near),Pop,Yacht Rock,222.28,michael mcdonald,Pop
billy idol,1982,"""Hot in the City""","""billy idol""",TRUE,5,CAPITOL CATALOG MKT (C92),1982-01-01,CAPITOL CATALOG MKT (C92),1980,FALSE,90,4,2,TRUE,Hot in the City,Rock,80s,219.133,billy idol,Rock
kim wilde,1982,"""Kids in America""","""kim wilde""",TRUE,2,Cherry Red Records,1981-06-29,Cherry Red Records,1980,FALSE,91,1,1,TRUE,Kids in America,Pop,80s,206.426,kim wilde,Pop
michael murphey,1982,"""What's Forever For""","""michael murphey""",TRUE,1,Capitol Nashville,1982,Capitol Nashville,1980,FALSE,93,0,0,FALSE,What's Forever For,Unknown,80s,171.906,michael murphey,NA
loverboy,1982,"""Working for the Weekend""","""loverboy""",TRUE,2,Columbia,1980,Columbia,1980,TRUE,96,1,1,TRUE,Working for the Weekend,Rock,80s,221,loverboy,Rock
greg guidry,1982,"""Goin' Down""","""greg guidry""",TRUE,1,Geffen,1966-08-03,Geffen,1980,FALSE,97,0,0,FALSE,Goin' Down,Unknown,80s,203.857,greg guidry,NA
patti austin,1983,"""Baby, Come to Me""","[""patti austin"",""james ingram""]",TRUE,1,Craft Recordings,1981-12-15,Craft Recordings,1980,FALSE,8,0,0,FALSE,"Baby, Come to Me",Rnb,Female Vocalists,215.386,patti austin & james ingram,NA
michael sembello,1983,"""Maniac""","""michael sembello""",TRUE,1,Mercury Records,1983-04-11,Mercury Records,1980,FALSE,9,0,0,FALSE,Maniac,Pop,80s,244.706,michael sembello,Pop
eurythmics,1983,"""Sweet Dreams (Are Made of This)""","""eurythmics""",TRUE,3,RCA Records Label,1983-01-04,RCA Records Label,1980,FALSE,10,2,1.4142135623730951,TRUE,Sweet Dreams (Are Made of This),Pop,80s,216.933,eurythmics,Pop
culture club,1983,"""Do You Really Want to Hurt Me""","""culture club""",TRUE,6,Virgin Catalogue,1982-09-01,Virgin Catalogue,1980,FALSE,11,5,2.23606797749979,TRUE,Do You Really Want to Hurt Me,Pop,80s,262.173,culture club,Pop
dexys midnight runners,1983,"""Come On Eileen""","""dexys midnight runners""",TRUE,1,Mercury Nashville,1982-07-22,Mercury Nashville,1980,FALSE,13,0,0,FALSE,Come On Eileen,Pop,80s,287.306,dexys midnight runners,Pop
sérgio mendes,1983,"""Never Gonna Let You Go""","""sérgio mendes""",TRUE,1,A&M,1983,A&M,1980,FALSE,16,0,0,FALSE,Never Gonna Let You Go,Pop,123 Drippy Sappy,255.6,sérgio mendes,Pop
duran duran,1983,"""Hungry Like the Wolf""","""duran duran""",TRUE,11,Parlophone UK,1982-05-10,Parlophone UK,1980,FALSE,17,10,3.1622776601683795,TRUE,Hungry Like the Wolf,Pop,80s,220.626,duran duran,Pop
frida,1983,"""I Know There's Something Going On""","""frida""",TRUE,1,Polar Music International AB,1982-08,Polar Music International AB,1980,FALSE,20,0,0,FALSE,I Know There's Something Going On,Pop,80s,326.746,frida,Pop
eddy grant,1983,"""Electric Avenue""","""eddy grant""",TRUE,1,Big Eye Music,2011-02-01,Big Eye Music,1980,FALSE,22,0,0,FALSE,Electric Avenue,Reggae,Reggae,227.933,eddy grant,Reggae
thomas dolby,1983,"""She Blinded Me with Science""","""thomas dolby""",TRUE,1,Echo,1983-12-09,Echo,1980,FALSE,23,0,0,FALSE,She Blinded Me with Science,Electronic,80s,221.266,thomas dolby,Electronic
lionel richie,1983,"""You Are""","""lionel richie""",TRUE,12,UNI/MOTOWN,1982,UNI; MOTOWN,1980,TRUE,29,11,3.3166247903554,TRUE,You Are,Pop,80s,300.88,lionel richie,Pop
after the fire,1983,"""Der Kommissar""","""after the fire""",TRUE,1,Columbia,1982-08-21,Columbia,1980,TRUE,30,0,0,FALSE,Der Kommissar,Pop,80s,248,after the fire,Pop
taco,1983,"""Puttin' on the Ritz""","""taco""",TRUE,1,Aviator-Entertainment,1982-01-01,Aviator-Entertainment,1980,FALSE,31,0,0,FALSE,Puttin' on the Ritz,Pop,80s,281.16,taco,Pop
men without hats,1983,"""The Safety Dance""","""men without hats""",TRUE,1,Geffen,1982-04-01,Geffen,1980,FALSE,35,0,0,FALSE,The Safety Dance,Pop,80s,165.506,men without hats,Pop
toni basil,1983,"""Mickey""","""toni basil""",TRUE,1,FFRC,1982-01-08,FFRC,1980,FALSE,36,0,0,FALSE,Mickey,Pop,80s,252.885,toni basil,Pop
phil collins,1983,"""You Can't Hurry Love""","""phil collins""",TRUE,14,Rhino,1982-11-05,Rhino,1980,TRUE,37,13,3.605551275463989,TRUE,You Can't Hurry Love,Pop,80s,175.746,phil collins,Pop
stray cats,1983,"""Stray Cat Strut""","""stray cats""",TRUE,2,EMI/EMI Records (USA),1982-01-01,EMI; EMI Records (USA),1980,FALSE,42,1,1,TRUE,Stray Cat Strut,Rock,Rockabilly,198,stray cats,Rock
naked eyes,1983,"""Always Something There to Remind Me""","""naked eyes""",TRUE,2,Albert Productions,1981,Albert Productions,1980,FALSE,46,1,1,TRUE,Always Something There to Remind Me,Pop,80s,219.373,naked eyes,Pop
don henley,1983,"""Dirty Laundry""","""don henley""",TRUE,4,Rhino,1982-08-13,Rhino,1980,TRUE,48,3,1.7320508075688772,TRUE,Dirty Laundry,Rock,Classic Rock,336.8,don henley,Rock
kajagoogoo,1983,"""Too Shy""","""kajagoogoo""",TRUE,1,Parlophone UK,1983,Parlophone UK,1980,FALSE,50,0,0,FALSE,Too Shy,Pop,80s,221.52,kajagoogoo,Pop
adam ant,1983,"""Goody Two-Shoes""","""adam ant""",TRUE,1,Columbia,1982,Columbia,1980,TRUE,51,0,0,FALSE,Goody Two-Shoes,Pop,80s,209.213,adam ant,Pop
the clash,1983,"""Rock the Casbah""","""the clash""",TRUE,1,Sony Music UK,1982,Sony Music UK,1980,FALSE,52,0,0,FALSE,Rock the Casbah,Punk,Punk,222.426,the clash,Punk
madness,1983,"""Our House""","""madness""",TRUE,1,Rhino Atlantic,1970-03-11,Rhino Atlantic,1980,TRUE,53,0,0,FALSE,Our House,Pop,80s,201.133,madness,Pop
the tubes,1983,"""She's a Beauty""","""the tubes""",TRUE,1,Capitol Records,1983,Capitol Records,1980,TRUE,58,0,0,FALSE,She's a Beauty,Rock,80s,240.666,the tubes,Rock
bryan adams,1983,"""Straight from the Heart""","""bryan adams""",TRUE,12,A&M,1983-01-18,A&M,1980,FALSE,71,11,3.3166247903554,TRUE,Straight from the Heart,Rock,Rock,211.933,bryan adams,Rock
debarge,1983,"""All This Love""","""debarge""",TRUE,4,UNI/MOTOWN,1982-04-28,UNI; MOTOWN,1980,TRUE,78,3,1.7320508075688772,TRUE,All This Love,Rnb,80s,352.586,debarge,Rnb
sammy hagar,1983,"""Your Love Is Driving Me Crazy""","""sammy hagar""",TRUE,1,Geffen,1982-01-01,Geffen,1980,FALSE,79,0,0,FALSE,Your Love Is Driving Me Crazy,Rock,80s,211.226,sammy hagar,Rock
joe jackson,1983,"""Steppin' Out""","""joe jackson""",TRUE,2,A&M,1982,A&M,1980,FALSE,82,1,1,TRUE,Steppin' Out,Pop,80s,268.2,joe jackson,Pop
moving pictures,1983,"""What About Me""","""moving pictures""",TRUE,1,Wheatley Records,1981,Wheatley Records,1980,FALSE,88,0,0,FALSE,What About Me,Pop,80s,217.013,moving pictures,Pop
def leppard,1983,"""Photograph""","""def leppard""",TRUE,7,UMC (Universal Music Catalogue),1983-01-20,UMC (Universal Music Catalogue),1980,FALSE,90,6,2.449489742783178,TRUE,Photograph,Rock,Hard Rock,247.962,def leppard,Rock
musical youth,1983,"""Pass the Dutchie""","""musical youth""",TRUE,1,UMC (Universal Music Catalogue),1982-10-22,UMC (Universal Music Catalogue),1980,FALSE,91,0,0,FALSE,Pass the Dutchie,Reggae,Reggae,205.426,musical youth,Reggae
spandau ballet,1983,"""True""","""spandau ballet""",TRUE,1,Parlophone UK,1983-02-25,Parlophone UK,1980,FALSE,92,0,0,FALSE,True,Pop,80s,393.386,spandau ballet,Pop
frank stallone,1983,"""Far from Over""","""frank stallone""",TRUE,1,Bee Gees Catalog,1977-12-13,Bee Gees Catalog,1980,FALSE,93,0,0,FALSE,Far from Over,Rock,80s,195.893,frank stallone,Rock
peabo bryson,1983,"""Tonight, I Celebrate My Love""","[""peabo bryson"",""roberta flack""]",TRUE,3,CAPITOL CATALOG MKT (C92),1983-07-22,CAPITOL CATALOG MKT (C92),1980,FALSE,96,2,1.4142135623730951,TRUE,"Tonight, I Celebrate My Love",Pop,Soul,211,peabo bryson & roberta flack,Pop
tina turner,1984,"""What's Love Got to Do with It""","""tina turner""",TRUE,6,Parlophone UK,1984-05-29,Parlophone UK,1980,FALSE,2,5,2.23606797749979,TRUE,What's Love Got to Do with It,Pop,80s,230.24,tina turner,Pop
john waite,1984,"""Missing You""","""john waite""",TRUE,1,Capitol Records,1984-01-01,Capitol Records,1980,TRUE,11,0,0,FALSE,Missing You,Pop,80s,269.76,john waite,Pop
cyndi lauper,1984,"""Girls Just Want to Have Fun""","""cyndi lauper""",TRUE,6,Portrait,1983-10-14,Portrait,1980,FALSE,15,5,2.23606797749979,TRUE,Girls Just Want to Have Fun,Pop,80s,238.266,cyndi lauper,Pop
the romantics,1984,"""Talking in Your Sleep""","""the romantics""",TRUE,1,Legacy Recordings,1983-02-14,Legacy Recordings,1980,FALSE,19,0,0,FALSE,Talking in Your Sleep,Pop,80s,236.625,the romantics,Pop
thompson twins,1984,"""Hold Me Now""","""thompson twins""",TRUE,3,BMG Rights Management (UK) Ltd.,1984-01-01,BMG Rights Management (UK) Ltd.,1980,FALSE,23,2,1.4142135623730951,TRUE,Hold Me Now,Pop,80s,286.226,thompson twins,Pop
rockwell,1984,"""Somebody's Watching Me""","""rockwell""",TRUE,1,UNI/MOTOWN,1984-01-30,UNI; MOTOWN,1980,TRUE,26,0,0,FALSE,Somebody's Watching Me,Pop,80s,293.933,rockwell,Pop
matthew wilder,1984,"""Break My Stride""","""matthew wilder""",TRUE,1,Legacy Recordings,1983-03-19,Legacy Recordings,1980,FALSE,27,0,0,FALSE,Break My Stride,Pop,80s,184.48,matthew wilder,Pop
nena,1984,"""99 Luftballons/99 Red Balloons""","""nena""",TRUE,1,BMG Rights Management GmbH,1983-09-23,BMG Rights Management GmbH,1980,FALSE,28,0,0,FALSE,99 Luftballons/99 Red Balloons,Unknown,NA,230.666,nena,NA
dan hartman,1984,"""I Can Dream About You""","""dan hartman""",TRUE,1,Geffen,1984-05-03,Geffen,1980,FALSE,29,0,0,FALSE,I Can Dream About You,Pop,80s,252.6,dan hartman,Pop
sheila e.,1984,"""The Glamorous Life""","""sheila e.""",TRUE,2,Rhino/Warner Records,1984,Rhino; Warner Records,1980,TRUE,30,1,1,TRUE,The Glamorous Life,Pop,80s,543.56,sheila e.,Pop
steve perry,1984,"""Oh Sherrie""","""steve perry""",TRUE,1,Columbia/Legacy,1984-04-01,Columbia; Legacy,1980,TRUE,31,0,0,FALSE,Oh Sherrie,Rock,80s,229.346,steve perry,Rock
madonna,1984,"""Borderline""","""madonna""",TRUE,36,Warner Records,1983-07-27,Warner Records,1980,FALSE,35,35,5.916079783099616,TRUE,Borderline,Pop,80s,238.36,madonna,Pop
corey hart,1984,"""Sunglasses at Night""","""corey hart""",TRUE,2,CAPITOL CATALOG MKT (C92),1983,CAPITOL CATALOG MKT (C92),1980,FALSE,36,1,1,TRUE,Sunglasses at Night,Pop,80s,320,corey hart,Pop
night ranger,1984,"""Sister Christian""","""night ranger""",TRUE,3,Geffen*,1983-01-01,Geffen*,1980,FALSE,40,2,1.4142135623730951,TRUE,Sister Christian,Rock,80s,302.933,night ranger,Rock
scandal,1984,"""The Warrior""","""scandal""",TRUE,1,Polydor,1980-01-01,Polydor,1980,FALSE,46,0,0,FALSE,The Warrior,Rock,80s,240.826,scandal,Rock
shannon,1984,"""Let the Music Play""","""shannon""",TRUE,1,Contagious Records / Emergency Music,2000-12-01,Contagious Records; Emergency Music,1980,FALSE,49,0,0,FALSE,Let the Music Play,Pop,80s,214.379,shannon,Pop
julio iglesias,1984,"""To All the Girls I've Loved Before""","[""julio iglesias"",""willie nelson""]",TRUE,1,Columbia/Legacy,1984-08-24,Columbia; Legacy,1980,TRUE,50,0,0,FALSE,To All the Girls I've Loved Before,Latin,1984,212.666,julio iglesias & willie nelson,NA
billy ocean,1984,"""Caribbean Queen (No More Love on the Run)""","""billy ocean""",TRUE,6,Strut,1982-04-14,Strut,1980,FALSE,51,5,2.23606797749979,TRUE,Caribbean Queen (No More Love on the Run),Pop,80s,244.426,billy ocean,Pop
mike reno,1984,"""Almost Paradise""","[""mike reno"",""ann wilson""]",TRUE,1,Columbia/Legacy,1984,Columbia; Legacy,1980,TRUE,59,0,0,FALSE,Almost Paradise,Pop,80s,228.96,mike reno & ann wilson,Pop
zz top,1984,"""Legs""","""zz top""",TRUE,2,BMG Rights Management (US) LLC,1983-01-01,BMG Rights Management (US) LLC,1980,FALSE,60,1,1,TRUE,Legs,Rock,Rock,273.906,zz top,Rock
quiet riot,1984,"""Cum on Feel the Noize""","""quiet riot""",TRUE,1,Epic/Legacy,1983,Epic; Legacy,1980,TRUE,68,0,0,FALSE,Cum on Feel the Noize,Rock,Hard Rock,290.96,quiet riot,Rock
tracey ullman,1984,"""They Don't Know""","""tracey ullman""",TRUE,1,Stiff Records,1983-11-25,Stiff Records,1980,FALSE,71,0,0,FALSE,They Don't Know,Pop,80s,179.626,tracey ullman,Pop
bananarama,1984,"""Cruel Summer""","""bananarama""",TRUE,3,London Records (Because Ltd),1984-01-01,London Records (Because Ltd),1980,FALSE,73,2,1.4142135623730951,TRUE,Cruel Summer,Pop,80s,215.326,bananarama,Pop
wang chung,1984,"""Dance Hall Days""","""wang chung""",TRUE,2,Geffen,1984-01-16,Geffen,1980,FALSE,74,1,1,TRUE,Dance Hall Days,Pop,80s,240.8,wang chung,Pop
ollie,1984,"""Breakin'... There's No Stopping Us""","[""ollie"",""jerry""]",TRUE,1,Universal Records,1984-01-01,Universal Records,1980,FALSE,80,0,0,FALSE,Breakin'... There's No Stopping Us,Pop,80s,276.773,ollie & jerry,Pop
john cougar mellencamp,1984,"""Pink Houses""","""john cougar mellencamp""",TRUE,5,John Mellencamp 2023 (Island),1983,John Mellencamp 2023 (Island),1980,FALSE,86,4,2,TRUE,Pink Houses,Rock,Classic Rock,283.666,john cougar mellencamp,Rock
