primary_artist,Year,No.,Title,genre,duration_sec,is_major_label,decade,sqrt_reappearance
teena marie,1985,29,"""Lovergirl""",Vocal,259.56,TRUE,1980,0
ready for the world,1985,31,"""Oh Sheila""",Rnb	Rock,240.093,FALSE,1980,1
the honeydrippers,1985,34,"""Sea of Love""",Pop Rock,183.88,TRUE,1980,0
dionne,1986,1,"""That's What Friends Are For""",NA,255.933,FALSE,1980,0
klymaxx,1986,3,"""I Miss You""",Pop	Rock,333.266,FALSE,1980,0
patti labelle,1986,4,"""On My Own""",Vocal,290.84,FALSE,1980,0
mr. mister,1986,5,"""Broken Wings""",Rock,343.933,FALSE,1980,1
eddie murphy,1986,7,"""Party All the Time""",Rnb	Rock,253.293,FALSE,1980,0
atlantic starr,1986,12,"""Secret Lovers""",Pop	Rnb,330.666,FALSE,1980,1.4142135623731
gloria loring,1986,13,"""Friends and Lovers""",Jazz	Pop,226.56,FALSE,1980,0
peter cetera,1986,14,"""Glory of Love""",Pop Rock,258.333,TRUE,1980,1.4142135623731
pet shop boys,1986,15,"""West End Girls""",Pop	Rock,285.906,TRUE,1980,1.4142135623731
prince and the revolution,1986,19,"""Kiss""",R&B,226.24,FALSE,1980,0
simply red,1986,22,"""Holding Back the Years""",Jazz,269.84,TRUE,1980,1
peter gabriel,1986,23,"""Sledgehammer""",Pop Rock,311.986,FALSE,1980,1
nu shooz,1986,26,"""I Can't Wait""",Electronic,218.826,TRUE,1980,0
berlin,1986,27,"""Take My Breath Away""",Electronic,255.733,TRUE,1980,0
falco,1986,28,"""Rock Me Amadeus""",Electronic,202.236,FALSE,1980,0
bon jovi,1986,30,"""You Give Love a Bad Name""",Pop Rock,222.706,FALSE,1980,3.3166247903554
janet jackson,1986,32,"""When I Think of You""",Electronic	Rock,235.493,FALSE,1980,4.79583152331272
glass tiger,1986,34,"""Don't Forget Me (When I'm Gone)""",Pop Rock,248.2,FALSE,1980,1
belinda carlisle,1986,36,"""Mad About You""",Pop Rock,216.56,FALSE,1980,1.4142135623731
level 42,1986,37,"""Something About You""",Rock,265,FALSE,1980,0
miami sound machine,1986,40,"""Conga""",Rock,254,FALSE,1980,1.4142135623731
gregory abbott,1987,3,"""Shake You Down""",R&B,245.413,TRUE,1980,0
robbie nevil,1987,6,"""C'est La Vie""",Pop	Rock,270.306,FALSE,1980,0
whitesnake,1987,7,"""Here I Go Again""",Blues,275.395,TRUE,1980,1
bruce hornsby and the range,1987,8,"""The Way It Is""",Pop	Rock,297.853,FALSE,1980,1.4142135623731
los lobos,1987,11,"""La Bamba""",Latin,174.186,TRUE,1980,0
crowded house,1987,13,"""Don't Dream It's Over""",Rock,236.933,TRUE,1980,1
u2,1987,15,"""With or Without You""",Pop Rock,295.515,FALSE,1980,2.44948974278318
jody watley,1987,16,"""Looking for a New Love""",Rnb	Rock,242.4,FALSE,1980,1.73205080756888
tiffany,1987,18,"""I Think We're Alone Now""",Pop	Rock,228.84,FALSE,1980,1.4142135623731
billy vera and the beaters,1987,20,"""At This Moment""",Blues,234.507,FALSE,1980,0
chris de burgh,1987,21,"""The Lady in Red""",Pop Rock,256.487,FALSE,1980,0
debbie gibson,1987,26,"""Only in My Dreams""",Electronic,233.4,TRUE,1980,2
bill medley,1987,27,"""(I've Had) The Time of My Life""",Pop Rock,290.333,FALSE,1980,0
club nouveau,1987,29,"""Lean on Me""",R&B,357.333,FALSE,1980,0
cutting crew,1987,32,"""(I Just) Died In Your Arms""",Rock,280.4,FALSE,1980,1
t'pau,1987,33,"""Heart and Soul""",Rock,256.373,FALSE,1980,0
georgia satellites,1987,35,"""Keep Your Hands to Yourself""",Rock,205,FALSE,1980,0
rick astley,1988,4,"""Never Gonna Give You Up""",Pop	Rock,213.573,FALSE,1980,1.73205080756888
guns n' roses,1988,5,"""Sweet Child o' Mine""",NA,356.066,FALSE,1980,2
breathe,1988,9,"""Hands to Heaven""",Pop	Rock,259.506,FALSE,1980,1
terence trent d'arby,1988,12,"""Wishing Well""",Pop	Rock,210.466,TRUE,1980,1
the escape club,1988,18,"""Wild, Wild West""",Pop Rock,244.826,TRUE,1980,1
taylor dayne,1988,20,"""I'll Always Love You""",Pop	Rock,270.786,TRUE,1980,2.64575131106459
johnny hates jazz,1988,26,"""Shattered Dreams""",Pop	Rock,207.346,FALSE,1980,0
bobby mcferrin,1988,37,"""Don't Worry, Be Happy""",Pop	Reggae,294.4,FALSE,1980,0
ub40,1988,39,"""Red Red Wine""",Reggae,183.733,FALSE,1980,1.73205080756888
patrick swayze,1988,40,"""She's Like the Wind""",Pop Rock,232.906,FALSE,1980,0
paula abdul,1989,4,"""Straight Up""",Pop	Rock,251.466,FALSE,1980,2.64575131106459
milli vanilli,1989,8,"""Girl You Know It's True""",Pop	Rock,198.573,FALSE,1980,2.23606797749979
will to power,1989,9,"""Baby, I Love Your Way/Freebird Medley""",Electronic,244.663,FALSE,1980,1
boy meets girl,1989,12,"""Waiting For a Star to Fall""",Pop	Rock,270.72,TRUE,1980,0
warrant,1989,15,"""Heaven""",Pop Rock,236.866,FALSE,1980,1
roxette,1989,17,"""The Look""",Electronic	Rock,237.32,FALSE,1980,2.23606797749979
fine young cannibals,1989,18,"""She Drives Me Crazy""",Rock,215.773,FALSE,1980,1
new kids on the block,1989,26,"""I'll Be Loving You (Forever)""",R&B,263.933,TRUE,1980,2.23606797749979
martika,1989,29,"""Toy Soldiers""",Pop Rock,287.6,TRUE,1980,0
tone loc,1989,33,"""Wild Thing""",Rap,263.573,FALSE,1980,1
bad english,1989,34,"""When I See You Smile""",Rock,257.44,FALSE,1980,1
neneh cherry,1989,36,"""Buffalo Stance""",Pop	Rock,342.36,FALSE,1980,0
sheriff,1989,37,"""When I'm with You""",Folk,238.04,TRUE,1980,0
wilson phillips,1990,1,"""Hold On""",Pop Rock,266.866,FALSE,1990,1.73205080756888
sinéad o'connor,1990,3,"""Nothing Compares 2 U""",Folk,280.04,FALSE,1990,0
bell biv devoe,1990,4,"""Poison""",Rap,261.853,FALSE,1990,1
mariah carey,1990,6,"""Vision of Love""",Rnb	Pop,209.293,FALSE,1990,5.8309518948453
en vogue,1990,8,"""Hold On""",R&B,304.466,TRUE,1990,2.23606797749979
jon bon jovi,1990,10,"""Blaze of Glory""",Pop Rock,335.24,TRUE,1990,0
michael bolton,1990,12,"""How Am I Supposed to Live Without You""",Pop,255.666,FALSE,1990,3
technotronic,1990,13,"""Pump Up the Jam""",Blues	Pop,320.306,FALSE,1990,1.4142135623731
maxi priest,1990,17,"""Close to You""",Reggae,325.8,FALSE,1990,1
alannah myles,1990,18,"""Black Velvet""",Pop Rock,287.44,FALSE,1990,0
lisa stansfield,1990,21,"""All Around the World""",Pop,265.76,TRUE,1990,0
calloway,1990,22,"""I Wanna Be Rich""",NA,304.2,FALSE,1990,0
johnny gill,1990,23,"""Rub You the Right Way""",Rap,332.306,FALSE,1990,0
sweet sensation,1990,25,"""If Wishes Came True""",Pop,315.16,FALSE,1990,0
snap!,1990,26,"""The Power""",Electronic,227.03,FALSE,1990,1.4142135623731
nelson,1990,27,"""(Can't Live Without Your) Love and Affection""",Pop Rock,236.435,FALSE,1990,1
jane child,1990,29,"""Don't Wanna Fall in Love""",R&B,247.84,TRUE,1990,0
seduction,1990,30,"""Two to Make It Right""",Electronic,282.266,FALSE,1990,0
linear,1990,31,"""Sending All My Love""",Electronic,234.066,TRUE,1990,0
tommy page,1990,39,"""I'll Be Your Everything""",NA,244.84,TRUE,1990,0
color me badd,1991,2,"""I Wanna Sex You Up""",R&B,236.946,FALSE,1990,2.23606797749979
c+c music factory,1991,3,"""Gonna Make You Sweat (Everybody Dance Now)""",Electronic,244.093,TRUE,1990,1.4142135623731
timmy t,1991,5,"""One More Try""",NA,209.426,FALSE,1990,0
emf,1991,6,"""Unbelievable""",Pop	Rock,209.813,FALSE,1990,0
extreme,1991,7,"""More Than Words""",Pop	Rock,334.106,FALSE,1990,1
hi-five,1991,8,"""I Like the Way (The Kissing Game)""",R&B,348.773,TRUE,1990,1.4142135623731
amy grant,1991,10,"""Baby Baby""",Country,236.973,FALSE,1990,2
boyz ii men,1991,11,"""Motownphilly""",R&B,235.226,FALSE,1990,3.46410161513775
stevie b,1991,12,"""Because I Love You (The Postman Song)""",Pop	Rock,306.828,FALSE,1990,1
damn yankees,1991,14,"""High Enough""",Rock,287.32,TRUE,1990,0
jesus jones,1991,17,"""Right Here, Right Now""",Electronic,189.293,FALSE,1990,1
marky mark and the funky bunch,1991,20,"""Good Vibrations""",Rap,269.306,FALSE,1990,1
tara kemp,1991,25,"""Hold You Tight""",R&B,284.344,TRUE,1990,1
ralph tresvant,1991,29,"""Sensitivity""",Rnb	Rock,281.333,FALSE,1990,0
cathy dennis,1991,30,"""Touch Me (All Night Long)""",Electronic,249.52,FALSE,1990,1.4142135623731
londonbeat,1991,31,"""I've Been Thinking About You""",Pop	Rock,317.933,FALSE,1990,0
natural selection,1991,32,"""Do Anything""",Electronic,237.373,FALSE,1990,0
lenny kravitz,1991,35,"""It Ain't Over 'til It's Over""",Pop Rock,242.64,FALSE,1990,1.4142135623731
celine dion,1991,37,"""Where Does My Heart Beat Now""",Vocal,272.866,FALSE,1990,3.16227766016838
dj jazzy jeff,1991,38,"""Summertime""",Rap,270.973,FALSE,1990,1
scorpions,1991,39,"""Wind of Change""",NA,312.36,FALSE,1990,0
rythm syndicate,1991,40,"""P.A.S.S.I.O.N.""",R&B,216.197,FALSE,1990,0
sir mix-a-lot,1992,2,"""Baby Got Back""",Rap,262.826,FALSE,1990,0
kris kross,1992,3,"""Jump""",Rap	Rock,195.106,FALSE,1990,1.73205080756888
tlc,1992,5,"""Baby-Baby-Baby""",R&B,315.04,FALSE,1990,3
red hot chili peppers,1992,8,"""Under the Bridge""",Pop Rock,264.306,FALSE,1990,2
jon secada,1992,10,"""Just Another Day""",Pop,327.426,TRUE,1990,1.73205080756888
shanice,1992,11,"""I Love Your Smile""",R&B,257.973,FALSE,1990,1
mr. big,1992,12,"""To Be with You""",Rock,208.08,FALSE,1990,1
right said fred,1992,13,"""I'm Too Sexy""",Rock	Pop,170.466,FALSE,1990,0
billy ray cyrus,1992,15,"""Achy Breaky Heart""",Country,203.373,FALSE,1990,0
tom cochrane,1992,18,"""Life Is a Highway""",Rock,266.08,FALSE,1990,0
cece peniston,1992,20,"""Finally""",Electronic	Pop,245,TRUE,1990,1.4142135623731
patty smyth,1992,22,"""Sometimes Love Just Ain't Enough""",NA,267.6,TRUE,1990,0
house of pain,1992,24,"""Jump Around""",Rap,218.546,FALSE,1990,0
joe public,1992,30,"""Live and Learn""",Rap,262.333,TRUE,1990,0
jodeci,1992,31,"""Come and Talk to Me""",Rnb,276.266,FALSE,1990,1.73205080756888
nirvana,1992,32,"""Smells Like Teen Spirit""",NA,301.92,FALSE,1990,0
sophie b. hawkins,1992,34,"""Damn I Wish I Was Your Lover""",Pop Rock,323.266,FALSE,1990,1.4142135623731
arrested development,1992,40,"""Tennessee""",Rap,272.706,FALSE,1990,1.4142135623731
tag team,1993,2,"""Whoomp! (There It Is)""",Rap	Rock,225.266,FALSE,1990,1
silk,1993,5,"""Freak Me""",Rnb	Rock,274.533,TRUE,1990,1
swv,1993,6,"""Weak""",R&B,291.906,FALSE,1990,2.23606797749979
shai,1993,7,"""If I Ever Fall in Love""",R&B,189.026,FALSE,1990,1.4142135623731
wreckx-n-effect,1993,9,"""Rump Shaker""",Rap,312.36,FALSE,1990,0
snow,1993,10,"""Informer""",Reggae,268.91,FALSE,1990,0
dr. dre,1993,11,"""Nuthin' but a 'G' Thang""",Rap,237.573,FALSE,1990,2.23606797749979
h-town,1993,14,"""Knockin' da Boots""",R&B,330.945,FALSE,1990,0
duice,1993,16,"""Dazzey Duks""",Electronic,244.866,FALSE,1990,0
robin s.,1993,17,"""Show Me Love""",Pop,252.106,FALSE,1990,0
soul asylum,1993,22,"""Runaway Train""",Rock,266.56,FALSE,1990,1
paperboy,1993,24,"""Ditty""",Rap,241.306,FALSE,1990,0
the proclaimers,1993,27,"""I'm Gonna Be (500 Miles)""",Folk,219.466,FALSE,1990,0
spin doctors,1993,28,"""Two Princes""",Pop Rock,256.946,TRUE,1990,0
tony! toni! toné!,1993,35,"""If I Had No Loot""",R&B,241.466,FALSE,1990,1
onyx,1993,37,"""Slam""",Rap,218.333,FALSE,1990,0
all-4-one,1994,2,"""I Swear""",R&B,259.853,FALSE,1990,1.4142135623731
lisa loeb,1994,6,"""Stay (I Missed You)""",Folk,184.333,FALSE,1990,1
r. kelly,1994,11,"""Bump n' Grind""",R&B,256.133,FALSE,1990,4.12310562561766
john mellencamp,1994,15,"""Wild Night""",Folk,207.506,FALSE,1990,1
coolio,1994,20,"""Fantastic Voyage""",Rap,334.44,FALSE,1990,2
big mountain,1994,21,"""Baby, I Love Your Way""",Pop	Reggae,249.52,FALSE,1990,0
warren g,1994,22,"""Regulate""",Rap,248.866,TRUE,1990,1.4142135623731
aaliyah,1994,24,"""Back & Forth""",Rnb,231.093,FALSE,1990,3.16227766016838
collective soul,1994,31,"""Shine""",Rock,306.04,FALSE,1990,1.4142135623731
sheryl crow,1994,34,"""All I Wanna Do""",Pop,272.106,TRUE,1990,2.64575131106459
crash test dummies,1994,35,"""Mmm Mmm Mmm Mmm""",Rock,235.173,TRUE,1990,0
da brat,1994,37,"""Funkdafied""",Rap,185.933,FALSE,1990,1.4142135623731
drs,1994,39,"""Gangsta Lean""",Pop	Rap,322.142,FALSE,1990,0
10,1994,40,"""Because the Night""",NA,223.373,TRUE,1990,0
monica,1995,9,"""Don't Take It Personal (Just One of Dem Days)""",R&B,258.466,TRUE,1990,2.64575131106459
montell jordan,1995,10,"""This Is How We Do It""",Rnb	Rock,238.8,FALSE,1990,1.73205080756888
dionne farris,1995,11,"""I Know""",Pop Rock,227.826,TRUE,1990,0
adina howard,1995,13,"""Freak Like Me""",R&B,253.613,TRUE,1990,0
blues traveler,1995,14,"""Run-Around""",Rock	Blues,279.8,TRUE,1990,1
shaggy,1995,18,"""Boombastic"" / ""In the Summertime""",Reggae,238.36,FALSE,1990,1.4142135623731
nicki french,1995,19,"""Total Eclipse of the Heart""",Electronic,232.346,FALSE,1990,0
des'ree,1995,20,"""You Gotta Be""",R&B,245.2,FALSE,1990,0
hootie,1995,22,"""Hold My Hand""",Pop Rock,258.333,FALSE,1990,2.23606797749979
the notorious b.i.g.,1995,23,"""One More Chance/Stay with Me""",Rap,268.706,FALSE,1990,1.73205080756888
soul for real,1995,25,"""Candy Rain""",Rnb,276.066,FALSE,1990,1
blessid union of souls,1995,27,"""I Believe""",Rock,267.447,FALSE,1990,0
jon b.,1995,32,"""Someone to Love""",NA,273.4,FALSE,1990,1
brownstone,1995,34,"""If You Love Me""",Rnb,304.16,FALSE,1990,0
martin page,1995,35,"""In the House of Stone and Light""",New Age,300.8,FALSE,1990,0
luniz,1995,36,"""I Got 5 on It""",Rap,253.533,FALSE,1990,0
mokenstef,1995,40,"""He's Mine""",Rnb,254.106,FALSE,1990,0
los del río,1996,1,"""Macarena (Bayside Boys Mix)""",Folk,217.94,FALSE,1990,1.4142135623731
the tony rich project,1996,4,"""Nobody Knows""",Rnb,306.933,TRUE,1990,0
donna lewis,1996,8,"""I Love You Always Forever""",New Age,239.96,FALSE,1990,1
quad city dj's,1996,11,"""C'mon N' Ride It (The Train)""",Rap,451.44,FALSE,1990,0
everything but the girl,1996,12,"""Missing""",Rock,236.293,FALSE,1990,0
alanis morissette,1996,13,"""Ironic""",Pop	Rock,230,TRUE,1990,1.4142135623731
jann arden,1996,22,"""Insensitive""",Jazz,255.893,FALSE,1990,0
la bouche,1996,23,"""Be My Lover""",Electronic,169.523,FALSE,1990,1
goo goo dolls,1996,24,"""Name""",Rock,270,FALSE,1990,2.23606797749979
jewel,1996,25,"""Who Will Save Your Soul""",Pop,239.293,FALSE,1990,2.23606797749979
no mercy,1996,26,"""Where Do You Go""",Pop	Rock,272.093,FALSE,1990,1
dishwalla,1996,28,"""Counting Blue Cars""",Rock,291.906,TRUE,1990,0
joan osborne,1996,30,"""One of Us""",Pop,320.466,FALSE,1990,0
112,1996,34,"""Only You""",R&B,289.413,FALSE,1990,2.23606797749979
deep blue something,1996,39,"""Breakfast at Tiffany's""",Rock,257.373,FALSE,1990,0
puff daddy,1997,3,"""I'll Be Missing You""",Rap,301.52,FALSE,1990,2.23606797749979
mark morrison,1997,8,"""Return of the Mack""",R&B,213.093,FALSE,1990,0
leann rimes,1997,9,"""How Do I Live""",Rock	Country,266.973,FALSE,1990,2
spice girls,1997,10,"""Wannabe""",Electronic,173.026,FALSE,1990,2
backstreet boys,1997,11,"""Quit Playing Games (With My Heart)""",Pop,233.533,FALSE,1990,2.44948974278318
hanson,1997,12,"""MMMBop""",Pop	Rock,268.653,FALSE,1990,1
usher,1997,14,"""You Make Me Wanna...""",Rnb,219.12,TRUE,1990,4.89897948556636
meredith brooks,1997,15,"""Bitch""",Pop Rock,252.76,FALSE,1990,0
third eye blind,1997,17,"""Semi-Charmed Life""",Pop Rock,268.36,TRUE,1990,2
duncan sheik,1997,18,"""Barely Breathing""",Pop Rock,254.546,FALSE,1990,0
the verve pipe,1997,21,"""The Freshmen""",Rock,269.466,FALSE,1990,0
savage garden,1997,22,"""I Want You""",Pop,232.066,TRUE,1990,1.73205080756888
rome,1997,24,"""I Belong to You (Every Time I See Your Face)""",Folk,273.266,FALSE,1990,0
dru hill,1997,27,"""In My Bed""",R&B,284.6,TRUE,1990,2
robyn,1997,29,"""Do You Know (What It Takes)""",Electronic,221.293,FALSE,1990,1
freak nasty,1997,34,"""Da' Dip""",Rap,237,FALSE,1990,0
sister hazel,1997,36,"""All for You""",Rock,218.706,FALSE,1990,1
paula cole,1997,38,"""Where Have All the Cowboys Gone?""",Country,263.653,FALSE,1990,1
shawn colvin,1997,39,"""Sunny Came Home""",Folk	Pop,264.2,FALSE,1990,0
shania twain,1998,3,"""You're Still the One""",Country,212.224,FALSE,1990,2
janet,1998,6,"""Together Again""",Electronic,301.2,TRUE,1990,1
k-ci,1998,7,"""All My Life""",R&B,331.24,FALSE,1990,1.4142135623731
destiny's child,1998,12,"""No, No, No""",Pop,207.466,FALSE,1990,3.3166247903554
will smith,1998,14,"""Gettin' Jiggy wit It""",Rap,227.933,FALSE,1990,1.73205080756888
jennifer paige,1998,21,"""Crush""",Pop Rock,199.96,FALSE,1990,0
public announcement,1998,24,"""Body Bumpin' (Yippie-Yi-Yo)""",R&B,275.933,TRUE,1990,0
faith hill,1998,25,"""This Kiss""",Country,194.306,FALSE,1990,2.23606797749979
uncle sam,1998,26,"""I Don't Ever Want to See You Again""",R&B,345.133,FALSE,1990,0
marcy playground,1998,28,"""Sex and Candy""",Blues,173.557,FALSE,1990,0
mase,1998,31,"""What You Want""",Rap,242.946,FALSE,1990,1.4142135623731
wyclef jean,1998,33,"""Gone till November""",Reggae,207.466,FALSE,1990,1
lsg,1998,34,"""My Body""",R&B,247.133,FALSE,1990,0
lord tariq,1998,36,"""Deja Vu (Uptown Baby)""",Rap,284.8,FALSE,1990,0
nsync,1998,37,"""I Want You Back""",Rap,200.44,FALSE,1990,2.64575131106459
five,1998,38,"""When the Lights Go Out""",Pop,249.6,FALSE,1990,0
master p,1998,40,"""Make 'Em Say Uhh!""",Rap,305.28,FALSE,1990,1
britney spears,1999,5,"""...Baby One More Time""",Electronic,211.066,FALSE,1990,3.87298334620742
sixpence none the richer,1999,6,"""Kiss Me""",Pop Rock,208.68,FALSE,1990,0
christina aguilera,1999,7,"""Genie in a Bottle""",R&B,217.573,FALSE,1990,2.82842712474619
sugar ray,1999,8,"""Every Morning""",Rock,219.866,TRUE,1990,1.4142135623731
ricky martin,1999,10,"""Livin' la Vida Loca""",Latin,243.16,FALSE,1990,1.4142135623731
jennifer lopez,1999,12,"""If You Had My Love""",Pop,266,FALSE,1990,3.16227766016838
smash mouth,1999,17,"""All Star""",Pop	Rock,200.373,FALSE,1990,1
eagle-eye cherry,1999,22,"""Save Tonight""",Pop Rock,239.226,FALSE,1990,0
maxwell,1999,24,"""Fortunate""",R&B,301.16,FALSE,1990,1
enrique iglesias,1999,26,"""Bailamos""",Pop	Latin,212.693,FALSE,1990,2.64575131106459
everlast,1999,28,"""What It's Like""",Blues,303.133,FALSE,1990,0
lfo,1999,38,"""Summer Girls""",Electronic,257.333,TRUE,1990,1
jay-z,1999,39,"""Can I Get A...""",Rap,309.773,FALSE,1990,3.87298334620742
vertical horizon,2000,5,"""Everything You Want""",Pop Rock,257.066,FALSE,2000,0
matchbox twenty,2000,9,"""Bent""",Rock,256.133,FALSE,2000,1.4142135623731
creed,2000,11,"""Higher""",Rock,316.733,FALSE,2000,2
sisqó,2000,14,"""Thong Song""",R&B,253.733,TRUE,2000,1
3 doors down,2000,15,"""Kryptonite""",Rock,233.933,FALSE,2000,2.64575131106459
pink,2000,16,"""There You Go""",Pop Rock,202.8,FALSE,2000,4.24264068711929
macy gray,2000,26,"""I Try""",R&B,239.44,TRUE,2000,0
nelly,2000,29,"""Country Grammar (Hot Shit)""",Rap,287,FALSE,2000,3.60555127546399
bbmak,2000,33,"""Back Here""",Pop,218.2,FALSE,2000,0
sonique,2000,34,"""It Feels So Good""",Electronic,160.973,FALSE,2000,0
nine days,2000,35,"""Absolutely (Story of a Girl)""",Pop Rock,189.333,TRUE,2000,0
ruff endz,2000,39,"""No More""",R&B,242.56,TRUE,2000,0
blink-182,2000,40,"""All the Small Things""",Rock,167.066,TRUE,2000,0
lifehouse,2001,1,"""Hanging by a Moment""",Pop	Rock,216.066,TRUE,2000,1.73205080756888
alicia keys,2001,2,"""Fallin'""",R&B,210.2,FALSE,2000,3.3166247903554
eve,2001,7,"""Let Me Blow Ya Mind""",Rap,230.133,FALSE,2000,1
dido,2001,8,"""Thank You""",Rock	Pop,140,FALSE,2000,1
blu cantrell,2001,11,"""Hit 'Em Up Style (Oops!)""",Pop	Rnb,250.706,FALSE,2000,0
staind,2001,14,"""It's Been Awhile""",NA,264.706,TRUE,2000,0
uncle kracker,2001,19,"""Follow Me""",Country,218.439,FALSE,2000,1.4142135623731
incubus,2001,21,"""Drive""",Rock,232.453,TRUE,2000,0
city high,2001,22,"""What Would You Do?""",Rnb	Rap,175.56,FALSE,2000,1
dream,2001,28,"""He Loves U Not""",Pop Rock,226.666,FALSE,2000,0
crazy town,2001,29,"""Butterfly""",Rock,216.733,FALSE,2000,0
ja rule,2001,30,"""Put It on Me""",NA,262.826,FALSE,2000,2.44948974278318
moby,2001,33,"""South Side""",Electronic,229.733,FALSE,2000,0
craig david,2001,37,"""Fill Me In""",R&B,257.2,TRUE,2000,1
nickelback,2002,1,"""How You Remind Me""",Rock,223.84,FALSE,2000,3.16227766016838
ashanti,2002,2,"""Foolish""",Pop	Rnb,227.386,FALSE,2000,2
the calling,2002,5,"""Wherever You Will Go""",Rock,208.6,FALSE,2000,0
vanessa carlton,2002,6,"""A Thousand Miles""",Pop Rock,237.493,FALSE,2000,0
linkin park,2002,7,"""In the End""",Rap,216.88,FALSE,2000,2.44948974278318
fat joe,2002,8,"""What's Luv?""",Rap,267.093,FALSE,2000,2
puddle of mudd,2002,10,"""Blurry""",Pop Rock,304,FALSE,2000,1
avril lavigne,2002,11,"""Complicated""",Pop Rock,244.506,FALSE,2000,2.64575131106459
jimmy eat world,2002,14,"""The Middle""",Rock,165.853,FALSE,2000,0
p. diddy,2002,15,"""I Need a Girl (Part One)""",R&B,241.074,FALSE,2000,1
michelle branch,2002,23,"""All You Wanted""",Pop Rock,217.68,FALSE,2000,1
chad kroeger,2002,25,"""Hero""",Pop Rock,200.48,FALSE,2000,0
default,2002,26,"""Wasting My Time""",Rock,269.306,FALSE,2000,0
shakira,2002,28,"""Whenever, Wherever""",Latin,196.16,TRUE,2000,2.23606797749979
cam'ron,2002,30,"""Oh Boy""",Rap,204.706,FALSE,2000,1
dj sammy,2002,31,"""Heaven""",Pop,235,TRUE,2000,0
mario,2002,34,"""Just a Friend 2002""",R&B,214.2,FALSE,2000,1.4142135623731
n.o.r.e.,2002,37,"""Nothin'""",Rock,224.866,FALSE,2000,0
tweet,2002,38,"""Oops (Oh My)""",NA,237.8,TRUE,2000,0
kelly clarkson,2002,39,"""A Moment Like This""",Pop Rock,228.28,FALSE,2000,4
truth hurts,2002,40,"""Addictive""",Rap,226.44,FALSE,2000,0
50 cent,2003,1,"""In da Club""",Rap,193.466,FALSE,2000,2.82842712474619
beyoncé,2003,4,"""Crazy in Love""",R&B,236.133,FALSE,2000,4.69041575982343
chingy,2003,7,"""Right Thurr""",Rap,250.746,FALSE,2000,2
evanescence,2003,10,"""Bring Me to Life""",Pop Rock,235.893,FALSE,2000,1.4142135623731
lil jon,2003,11,"""Get Low""",NA,334.066,FALSE,2000,1.73205080756888
fabolous,2003,23,"""Into You""",Rap,293.84,FALSE,2000,1.73205080756888
black eyed peas,2003,26,"""Where Is the Love?""",Rap,272.533,FALSE,2000,1
wayne wonder,2003,33,"""No Letting Go""",Reggae,202.013,FALSE,2000,0
pharrell,2003,34,"""Frontin'""",Rap,236.506,FALSE,2000,0
nivea,2003,38,"""Don't Mess with My Man""",NA,213.226,FALSE,2000,0
maroon 5,2004,4,"""This Love""",Pop Rock,206.2,FALSE,2000,4.89897948556636
hoobastank,2004,6,"""The Reason""",Rock,232.8,FALSE,2000,0
mario winans,2004,7,"""I Don't Wanna Know""",R&B,257.333,FALSE,2000,0
ciara,2004,9,"""Goodies""",NA,223,FALSE,2000,2.44948974278318
terror squad,2004,10,"""Lean Back""",NA,247.426,FALSE,2000,0
j-kwon,2004,11,"""Tipsy""",Rap,243.226,FALSE,2000,0
petey pablo,2004,14,"""Freek-a-Leek""",Rap,235.186,TRUE,2000,0
twista,2004,16,"""Slow Jamz""",NA,316.053,FALSE,2000,1
lil' flip,2004,20,"""Sunshine""",R&B,225.173,FALSE,2000,1
nina sky,2004,22,"""Move Ya Body""",Pop,232,FALSE,2000,0
christina milian,2004,23,"""Dip It Low""",R&B,201,TRUE,2000,0
kevin lyttle,2004,27,"""Turn Me On""",World	Reggae,192.106,TRUE,2000,0
cassidy,2004,32,"""Hotel""",Rock	Metal,247.04,FALSE,2000,0
los lonely boys,2004,37,"""Heaven""",Rock,226.96,FALSE,2000,0
ashlee simpson,2004,39,"""Pieces of Me""",Pop Rock,216.56,FALSE,2000,0
jojo,2004,40,"""Leave (Get Out)""",Pop,242.84,FALSE,2000,1
gwen stefani,2005,2,"""Hollaback Girl""",Pop,199.853,FALSE,2000,2
green day,2005,7,"""Boulevard of Broken Dreams""",Pop Rock,262.333,FALSE,2000,1.73205080756888
the pussycat dolls,2005,9,"""Don't Cha""",Pop,272.08,FALSE,2000,0
the killers,2005,16,"""Mr. Brightside""",Rock,222.973,FALSE,2000,0
rihanna,2005,18,"""Pon de Replay""",Pop,246.96,TRUE,2000,5.65685424949238
the game,2005,19,"""How We Do""",Rap,235.533,TRUE,2000,1.4142135623731
weezer,2005,20,"""Beverly Hills""",Pop Rock,196.093,TRUE,2000,0
rob thomas,2005,22,"""Lonely No More""",Pop Rock,226.64,TRUE,2000,1
bow wow,2005,29,"""Let Me Hold You""",Rap,248.493,FALSE,2000,1.73205080756888
dht,2005,35,"""Listen to Your Heart""",NA,230.266,FALSE,2000,0
papa roach,2005,36,"""Scars""",Pop Rock,208.186,TRUE,2000,0
gorillaz,2005,37,"""Feel Good Inc.""",Electronic,222.64,FALSE,2000,1
fall out boy,2005,40,"""Sugar, We're Goin Down""",Pop Rock,229.093,TRUE,2000,2.64575131106459
daniel powter,2006,1,"""Bad Day""",Pop,233.64,FALSE,2000,0
james blunt,2006,4,"""You're Beautiful""",Pop,209.493,FALSE,2000,0
